Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Characteristics [Organ],Characteristics [Cell Type],Characteristics [Cell Cycle Stage],Term Source 2 REF,Assay Name,Experimental Condition [Antibody Target 1],Experimental Condition [Antibody Target 2],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Annotation Comments],Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels,Processed Data File
Wild Type,WT_2.8.19_plant17_slide2_image7,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_2.8.19_plant17_slide2_image7,WT/WT_2.8.19_plant17_slide2_image7,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image14_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image14,WT/WT_19.11.19_plant11_slide3_image14,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image14_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image14,WT/WT_19.11.19_plant11_slide3_image14,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image14_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image14,WT/WT_19.11.19_plant11_slide3_image14,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image14_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image14,WT/WT_19.11.19_plant11_slide3_image14,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image14_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image14,WT/WT_19.11.19_plant11_slide3_image14,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image16_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image16,WT/WT_19.11.19_plant11_slide3_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image16_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image16,WT/WT_19.11.19_plant11_slide3_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image16_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image16,WT/WT_19.11.19_plant11_slide3_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image16_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image16,WT/WT_19.11.19_plant11_slide3_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image16_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image16,WT/WT_19.11.19_plant11_slide3_image16,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image18_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image18,WT/WT_19.11.19_plant11_slide3_image18,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image18_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image18,WT/WT_19.11.19_plant11_slide3_image18,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image18_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image18,WT/WT_19.11.19_plant11_slide3_image18,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image18_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image18,WT/WT_19.11.19_plant11_slide3_image18,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image18_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image18,WT/WT_19.11.19_plant11_slide3_image18,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image1_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image1,WT/WT_19.11.19_plant11_slide3_image1,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image1_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image1,WT/WT_19.11.19_plant11_slide3_image1,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image1_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image1,WT/WT_19.11.19_plant11_slide3_image1,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image1_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image1,WT/WT_19.11.19_plant11_slide3_image1,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image1_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image1,WT/WT_19.11.19_plant11_slide3_image1,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image2_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image2,WT/WT_19.11.19_plant11_slide3_image2,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image2_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image2,WT/WT_19.11.19_plant11_slide3_image2,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image2_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image2,WT/WT_19.11.19_plant11_slide3_image2,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image2_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image2,WT/WT_19.11.19_plant11_slide3_image2,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image2_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image2,WT/WT_19.11.19_plant11_slide3_image2,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image3_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image3,WT/WT_19.11.19_plant11_slide3_image3,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image3_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image3,WT/WT_19.11.19_plant11_slide3_image3,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image3_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image3,WT/WT_19.11.19_plant11_slide3_image3,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image3_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image3,WT/WT_19.11.19_plant11_slide3_image3,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image3_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image3,WT/WT_19.11.19_plant11_slide3_image3,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image4_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image4,WT/WT_19.11.19_plant11_slide3_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image4_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image4,WT/WT_19.11.19_plant11_slide3_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image4_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image4,WT/WT_19.11.19_plant11_slide3_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image4_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image4,WT/WT_19.11.19_plant11_slide3_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image4_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image4,WT/WT_19.11.19_plant11_slide3_image4,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image5_Path1.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image5,WT/WT_19.11.19_plant11_slide3_image5,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image5_Path2.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image5,WT/WT_19.11.19_plant11_slide3_image5,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image5_Path3.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image5,WT/WT_19.11.19_plant11_slide3_image5,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image5_Path4.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image5,WT/WT_19.11.19_plant11_slide3_image5,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
Wild Type (segmentation),WT_19.11.19_plant11_slide3_image5_Path5.tif,Arabidopsis thaliana,NCBITaxon,Anther,Meiocyte,Pachytene,EFO,Wild Type,HEI10,ZYP1,AT1G53490,AT1G22260/AT1G22275,HEI10,ZYP1A/ZYP1B,Gene Identifiers and symbols from Ensembl Plants release 50 - Feb 2021,WT_19.11.19_plant11_slide3_image5,WT/WT_19.11.19_plant11_slide3_image5,Image folder contains one multichannel z-stack 3D-SIM image file ('composite') and 5 traved bivalent skeleton paths,3D-SIM reconstruction,405:DAPI; 488:ZYP1; 555:HEI10,idr0000-experimentB-processed.txt
